Query,Label
Where is your store in Cogorno?,showroom
How much does the bathroom design cost?,follow_up_cost
Posso visitare lo showroom il lunedì?,showroom
Quali sono gli orari di apertura a Roma?,showroom
Dove si trova il vostro showroom a Roma?,showroom
Can you show me a bedroom layout?,search
How much does the library design cost?,follow_up_cost
Mostrami un progetto per una bedroom.,search
Qual è il tuo sport preferito?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
È costoso quel disegno con tiles?,follow_up_cost
Cerco un disegno per una bathroom in stile vintage.,search
Qual è il tuo sport preferito?,unsupported
Is the showroom in Roma open today?,showroom
Hai dei disegni per una garden?,search
Quali sono gli orari di apertura a Cogorno?,showroom
Posso visitare lo showroom il mercoledì?,showroom
Quanto costa il progetto per la bedroom?,follow_up_cost
Mostrami un progetto per una bathroom.,search
Where is your store in Sestri Levante?,showroom
Mostrami un progetto per una garden.,search
Mi racconti una storia divertente?,unsupported
Cerco un disegno per una library in stile rustic.,search
Do aliens exist?,unsupported
I'd like a vintage bathroom design.,search
Posso visitare lo showroom il mercoledì?,showroom
Hai dei disegni per una bedroom?,search
I'd like a vintage bathroom design.,search
Quali sono gli orari di apertura a Cogorno?,showroom
Can you do math?,unsupported
Quali sono gli orari di apertura a Sestri Levante?,showroom
Mostrami un progetto per una living room.,search
Can you tell me the price of the Scandinavian layout?,follow_up_cost
Where is your store in Milano?,showroom
Sai cucinare?,unsupported
Is the showroom in Napoli open today?,showroom
Sai cucinare?,unsupported
Where is your store in Napoli?,showroom
Is the showroom in Milano open today?,showroom
What's your favorite animal?,unsupported
Can you show me a bedroom layout?,search
Dove si trova il vostro showroom a Napoli?,showroom
Raccontami una barzelletta.,unsupported
Can you do math?,unsupported
Che tempo fa a Roma?,unsupported
Where is your store in Roma?,showroom
Mostrami un progetto per una bedroom.,search
Can you show me a kitchen layout?,search
I'd like a classic bedroom design.,search
Can you tell me the price of the rustic layout?,follow_up_cost
Posso visitare lo showroom il venerdì?,showroom
Posso visitare lo showroom il domenica?,showroom
How much does the bathroom design cost?,follow_up_cost
What's your favorite pizza topping?,unsupported
I'd like a minimalist garden design.,search
È costoso quel disegno con island?,follow_up_cost
Hai dei disegni per una bedroom?,search
Qual è il tuo sport preferito?,unsupported
Posso visitare lo showroom il mercoledì?,showroom
How much does the kitchen design cost?,follow_up_cost
È costoso quel disegno con bathtub?,follow_up_cost
I'd like a Scandinavian garden design.,search
Mostrami un progetto per una garden.,search
Do aliens exist?,unsupported
Dove si trova il vostro showroom a Sestri Levante?,showroom
What's your favorite animal?,unsupported
Cerco un disegno per una library in stile modern.,search
Mostrami un progetto per una kitchen.,search
How much does the living room design cost?,follow_up_cost
Mostrami un progetto per una living room.,search
Can you do math?,unsupported
Hai dei disegni per una kitchen?,search
Hai dei disegni per una library?,search
Is the showroom in Cogorno open today?,showroom
Mostrami un progetto per una bedroom.,search
Dove si trova il vostro showroom a Napoli?,showroom
Mostrami un progetto per una bathroom.,search
Tell me something interesting.,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Cerco un disegno per una garden in stile minimalist.,search
Mi racconti una storia divertente?,unsupported
Posso visitare lo showroom il venerdì?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Where is your store in Roma?,showroom
Dove si trova il vostro showroom a Cogorno?,showroom
Mostrami un progetto per una living room.,search
What's your favorite animal?,unsupported
Dove si trova il vostro showroom a Cogorno?,showroom
What's your favorite pizza topping?,unsupported
Posso visitare lo showroom il lunedì?,showroom
How much does the living room design cost?,follow_up_cost
Posso visitare lo showroom il domenica?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
È costoso quel disegno con open shelves?,follow_up_cost
Posso visitare lo showroom il sabato?,showroom
What's your favorite animal?,unsupported
È costoso quel disegno con island?,follow_up_cost
Can you do math?,unsupported
Hai dei disegni per una kitchen?,search
Can you tell me the price of the modern layout?,follow_up_cost
Mostrami un progetto per una library.,search
Do aliens exist?,unsupported
Mi racconti una storia divertente?,unsupported
Posso visitare lo showroom il sabato?,showroom
Can you show me a living room layout?,search
Cerco un disegno per una library in stile rustic.,search
Do aliens exist?,unsupported
Dove si trova il vostro showroom a Milano?,showroom
Mostrami un progetto per una library.,search
I'd like a Scandinavian bedroom design.,search
Can you show me a living room layout?,search
È costoso quel disegno con bathtub?,follow_up_cost
Quanto costa il progetto per la bathroom?,follow_up_cost
Is the showroom in Cogorno open today?,showroom
Che tempo fa a Roma?,unsupported
How much does the garden design cost?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Where is your store in Roma?,showroom
Can you do math?,unsupported
Can you show me a bathroom layout?,search
Qual è il tuo sport preferito?,unsupported
Can you tell me the price of the Scandinavian layout?,follow_up_cost
I'd like a modern living room design.,search
Do aliens exist?,unsupported
Quali sono gli orari di apertura a Milano?,showroom
Is the showroom in Napoli open today?,showroom
Quanto costa il progetto per la library?,follow_up_cost
Mostrami un progetto per una living room.,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Is the showroom in Sestri Levante open today?,showroom
Posso visitare lo showroom il sabato?,showroom
Che tempo fa a Roma?,unsupported
Cerco un disegno per una living room in stile minimalist.,search
Tell me something interesting.,unsupported
What's your favorite animal?,unsupported
Do aliens exist?,unsupported
Posso visitare lo showroom il sabato?,showroom
È costoso quel disegno con open shelves?,follow_up_cost
Mostrami un progetto per una library.,search
Can you show me a library layout?,search
Hai dei disegni per una bathroom?,search
Can you tell me the price of the Scandinavian layout?,follow_up_cost
I'd like a modern garden design.,search
Che tempo fa a Roma?,unsupported
How much does the kitchen design cost?,follow_up_cost
Che tempo fa a Roma?,unsupported
Can you show me a living room layout?,search
Can you tell me the price of the classic layout?,follow_up_cost
Can you do math?,unsupported
Can you do math?,unsupported
È costoso quel disegno con bathtub?,follow_up_cost
Quali sono gli orari di apertura a Sestri Levante?,showroom
Posso visitare lo showroom il venerdì?,showroom
Quali sono gli orari di apertura a Napoli?,showroom
I'd like a Scandinavian garden design.,search
I'd like a rustic bedroom design.,search
Dove si trova il vostro showroom a Milano?,showroom
Can you tell me the price of the vintage layout?,follow_up_cost
Can you tell me the price of the modern layout?,follow_up_cost
I'd like a Scandinavian library design.,search
Mostrami un progetto per una garden.,search
What's your favorite pizza topping?,unsupported
Dove si trova il vostro showroom a Sestri Levante?,showroom
Quali sono gli orari di apertura a Roma?,showroom
Sai cucinare?,unsupported
È costoso quel disegno con open shelves?,follow_up_cost
How much does the bathroom design cost?,follow_up_cost
Can you show me a bathroom layout?,search
Quanto costa il progetto per la bathroom?,follow_up_cost
Tell me something interesting.,unsupported
Can you show me a garden layout?,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Raccontami una barzelletta.,unsupported
Can you tell me the price of the rustic layout?,follow_up_cost
Che tempo fa a Roma?,unsupported
Mostrami un progetto per una bathroom.,search
Dove si trova il vostro showroom a Roma?,showroom
Posso visitare lo showroom il sabato?,showroom
I'd like a Scandinavian garden design.,search
Hai dei disegni per una bathroom?,search
Do aliens exist?,unsupported
È costoso quel disegno con open shelves?,follow_up_cost
Can you tell me the price of the Scandinavian layout?,follow_up_cost
Raccontami una barzelletta.,unsupported
Mostrami un progetto per una garden.,search
How much does the bedroom design cost?,follow_up_cost
È costoso quel disegno con tiles?,follow_up_cost
Can you show me a kitchen layout?,search
Mostrami un progetto per una garden.,search
What's your favorite pizza topping?,unsupported
Dove si trova il vostro showroom a Sestri Levante?,showroom
Quanto costa il progetto per la garden?,follow_up_cost
I'd like a classic bathroom design.,search
Qual è il tuo sport preferito?,unsupported
Posso visitare lo showroom il sabato?,showroom
Cerco un disegno per una bathroom in stile rustic.,search
Mostrami un progetto per una living room.,search
Where is your store in Roma?,showroom
Hai dei disegni per una library?,search
Do aliens exist?,unsupported
Where is your store in Cogorno?,showroom
Mostrami un progetto per una garden.,search
Can you do math?,unsupported
Hai dei disegni per una kitchen?,search
Quali sono gli orari di apertura a Sestri Levante?,showroom
Che tempo fa a Roma?,unsupported
Quali sono gli orari di apertura a Milano?,showroom
È costoso quel disegno con mirror?,follow_up_cost
Where is your store in Milano?,showroom
Is the showroom in Sestri Levante open today?,showroom
Cerco un disegno per una bedroom in stile Scandinavian.,search
Quali sono gli orari di apertura a Roma?,showroom
Hai dei disegni per una kitchen?,search
È costoso quel disegno con open shelves?,follow_up_cost
Mostrami un progetto per una bedroom.,search
Can you tell me the price of the vintage layout?,follow_up_cost
How much does the kitchen design cost?,follow_up_cost
Posso visitare lo showroom il domenica?,showroom
Che tempo fa a Roma?,unsupported
Tell me something interesting.,unsupported
Mostrami un progetto per una kitchen.,search
How much does the library design cost?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quanto costa il progetto per la kitchen?,follow_up_cost
I'd like a minimalist kitchen design.,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quanto costa il progetto per la garden?,follow_up_cost
Posso visitare lo showroom il sabato?,showroom
Posso visitare lo showroom il sabato?,showroom
Cerco un disegno per una kitchen in stile vintage.,search
Where is your store in Roma?,showroom
How much does the living room design cost?,follow_up_cost
Che tempo fa a Roma?,unsupported
Cerco un disegno per una library in stile rustic.,search
How much does the kitchen design cost?,follow_up_cost
Posso visitare lo showroom il venerdì?,showroom
Quanto costa il progetto per la bathroom?,follow_up_cost
Can you tell me the price of the Scandinavian layout?,follow_up_cost
Can you show me a library layout?,search
È costoso quel disegno con mirror?,follow_up_cost
Cerco un disegno per una garden in stile vintage.,search
Is the showroom in Roma open today?,showroom
Posso visitare lo showroom il lunedì?,showroom
Quali sono gli orari di apertura a Roma?,showroom
Can you tell me the price of the classic layout?,follow_up_cost
